ticker,company_name,isin,scope,category,value
BP/,Bp Plc,GB0007980591,direct,land_use,0.0
BP/,Bp Plc,GB0007980591,downstream,land_use,0.0
BP/,Bp Plc,GB0007980591,upstream,land_use,3.514797310187596e-13
BP/,Bp Plc,GB0007980591,direct,water_stress,1.010713034219244e-13
BP/,Bp Plc,GB0007980591,downstream,water_stress,0.0
BP/,Bp Plc,GB0007980591,upstream,water_stress,8.828653153476181e-13
BXB,Brambles Ltd,AU000000BXB1,direct,acidification,3.367354919107736e-13
BXB,Brambles Ltd,AU000000BXB1,downstream,acidification,0.0
BXB,Brambles Ltd,AU000000BXB1,upstream,acidification,1.264512703259357e-13
BXB,Brambles Ltd,AU000000BXB1,direct,climate_change,4.113657780942019e-13
BXB,Brambles Ltd,AU000000BXB1,downstream,climate_change,0.0
BXB,Brambles Ltd,AU000000BXB1,upstream,climate_change,3.702204473292212e-13
BXB,Brambles Ltd,AU000000BXB1,direct,eutrophication,0.0
BXB,Brambles Ltd,AU000000BXB1,downstream,eutrophication,0.0
BXB,Brambles Ltd,AU000000BXB1,upstream,eutrophication,6.934327231907186e-14
BXB,Brambles Ltd,AU000000BXB1,direct,land_use,0.0
BXB,Brambles Ltd,AU000000BXB1,downstream,land_use,0.0
BXB,Brambles Ltd,AU000000BXB1,upstream,land_use,3.543790621443921e-13
BXB,Brambles Ltd,AU000000BXB1,direct,water_stress,9.723342950567768e-15
BXB,Brambles Ltd,AU000000BXB1,downstream,water_stress,0.0
BXB,Brambles Ltd,AU000000BXB1,upstream,water_stress,2.533006018542113e-13
5108,Bridgestone Corp,JP3830800003,direct,acidification,6.011231757629884e-14
5108,Bridgestone Corp,JP3830800003,downstream,acidification,2.103274363676072e-18
5108,Bridgestone Corp,JP3830800003,upstream,acidification,7.158612397501457e-14
5108,Bridgestone Corp,JP3830800003,direct,climate_change,1.035397972169203e-13
5108,Bridgestone Corp,JP3830800003,downstream,climate_change,5.086251161401734e-13
5108,Bridgestone Corp,JP3830800003,upstream,climate_change,5.480728042020292e-13
5108,Bridgestone Corp,JP3830800003,direct,eutrophication,0.0
5108,Bridgestone Corp,JP3830800003,downstream,eutrophication,4.282825696056006e-18
5108,Bridgestone Corp,JP3830800003,upstream,eutrophication,9.718245669177157e-14
5108,Bridgestone Corp,JP3830800003,direct,land_use,0.0
5108,Bridgestone Corp,JP3830800003,downstream,land_use,3.99176752107594e-17
5108,Bridgestone Corp,JP3830800003,upstream,land_use,3.170878879886668e-13
5108,Bridgestone Corp,JP3830800003,direct,water_stress,2.924704964171323e-14
5108,Bridgestone Corp,JP3830800003,downstream,water_stress,3.63359531338667e-18
5108,Bridgestone Corp,JP3830800003,upstream,water_stress,2.916957304546246e-13
BATS,British American Tobacco Plc,GB0002875804,direct,acidification,1.112132030074003e-13
BATS,British American Tobacco Plc,GB0002875804,downstream,acidification,0.0
BATS,British American Tobacco Plc,GB0002875804,upstream,acidification,1.085132426491558e-13
BATS,British American Tobacco Plc,GB0002875804,direct,climate_change,2.647175666807351e-13
BATS,British American Tobacco Plc,GB0002875804,downstream,climate_change,1.034607972477498e-13
BATS,British American Tobacco Plc,GB0002875804,upstream,climate_change,8.731527175884153e-13
BATS,British American Tobacco Plc,GB0002875804,direct,eutrophication,0.0
BATS,British American Tobacco Plc,GB0002875804,downstream,eutrophication,0.0
BATS,British American Tobacco Plc,GB0002875804,upstream,eutrophication,2.197178473015227e-13
BATS,British American Tobacco Plc,GB0002875804,direct,land_use,0.0
BATS,British American Tobacco Plc,GB0002875804,downstream,land_use,0.0
BATS,British American Tobacco Plc,GB0002875804,upstream,land_use,1.381713393479691e-12
BATS,British American Tobacco Plc,GB0002875804,direct,water_stress,5.871382540877037e-15
BATS,British American Tobacco Plc,GB0002875804,downstream,water_stress,0.0
BATS,British American Tobacco Plc,GB0002875804,upstream,water_stress,2.357845190407993e-12
AVGO,Broadcom Inc,US11135F1012,direct,acidification,3.262553455517933e-16
AVGO,Broadcom Inc,US11135F1012,downstream,acidification,0.0
AVGO,Broadcom Inc,US11135F1012,upstream,acidification,4.827162837234547e-14
AVGO,Broadcom Inc,US11135F1012,direct,climate_change,6.43862096341431e-15
AVGO,Broadcom Inc,US11135F1012,downstream,climate_change,4.550392265482016e-13
AVGO,Broadcom Inc,US11135F1012,upstream,climate_change,6.186587280672078e-13
AVGO,Broadcom Inc,US11135F1012,direct,eutrophication,0.0
AVGO,Broadcom Inc,US11135F1012,downstream,eutrophication,0.0
AVGO,Broadcom Inc,US11135F1012,upstream,eutrophication,1.875101251983899e-13
AVGO,Broadcom Inc,US11135F1012,direct,land_use,0.0
AVGO,Broadcom Inc,US11135F1012,downstream,land_use,0.0
AVGO,Broadcom Inc,US11135F1012,upstream,land_use,2.726766640932648e-13
AVGO,Broadcom Inc,US11135F1012,direct,water_stress,1.877221043677991e-14
AVGO,Broadcom Inc,US11135F1012,downstream,water_stress,0.0
AVGO,Broadcom Inc,US11135F1012,upstream,water_stress,1.949575986630657e-13
BLDR,Builders Firstsource Inc,US12008R1077,direct,acidification,1.132505697867898e-16
BLDR,Builders Firstsource Inc,US12008R1077,downstream,acidification,0.0
BLDR,Builders Firstsource Inc,US12008R1077,upstream,acidification,2.801582975201376e-14
BLDR,Builders Firstsource Inc,US12008R1077,direct,climate_change,8.560326003698096e-13
BLDR,Builders Firstsource Inc,US12008R1077,downstream,climate_change,4.841215224818382e-13
BLDR,Builders Firstsource Inc,US12008R1077,upstream,climate_change,3.621979497152783e-13
BLDR,Builders Firstsource Inc,US12008R1077,direct,eutrophication,0.0
BLDR,Builders Firstsource Inc,US12008R1077,downstream,eutrophication,0.0
BLDR,Builders Firstsource Inc,US12008R1077,upstream,eutrophication,5.145478161676314e-14
BLDR,Builders Firstsource Inc,US12008R1077,direct,land_use,0.0
BLDR,Builders Firstsource Inc,US12008R1077,downstream,land_use,0.0
BLDR,Builders Firstsource Inc,US12008R1077,upstream,land_use,1.001909946566827e-13
BLDR,Builders Firstsource Inc,US12008R1077,direct,water_stress,3.135157932037563e-13
BLDR,Builders Firstsource Inc,US12008R1077,downstream,water_stress,0.0
BLDR,Builders Firstsource Inc,US12008R1077,upstream,water_stress,6.629323915297677e-13
CDNS,Cadence Design Sys Inc,US1273871087,direct,acidification,2.50306443888624e-17
CDNS,Cadence Design Sys Inc,US1273871087,downstream,acidification,0.0
CDNS,Cadence Design Sys Inc,US1273871087,upstream,acidification,2.023595178969549e-14
CDNS,Cadence Design Sys Inc,US1273871087,direct,climate_change,1.257878060506933e-15
CDNS,Cadence Design Sys Inc,US1273871087,downstream,climate_change,4.580043735129549e-14
CDNS,Cadence Design Sys Inc,US1273871087,upstream,climate_change,2.800876656688796e-13
CDNS,Cadence Design Sys Inc,US1273871087,direct,eutrophication,0.0
CDNS,Cadence Design Sys Inc,US1273871087,downstream,eutrophication,0.0
CDNS,Cadence Design Sys Inc,US1273871087,upstream,eutrophication,5.723059033106019e-14
CDNS,Cadence Design Sys Inc,US1273871087,direct,land_use,0.0
CDNS,Cadence Design Sys Inc,US1273871087,downstream,land_use,0.0
CDNS,Cadence Design Sys Inc,US1273871087,upstream,land_use,1.264196964353579e-13
CDNS,Cadence Design Sys Inc,US1273871087,direct,water_stress,7.788992462161574e-16
CDNS,Cadence Design Sys Inc,US1273871087,downstream,water_stress,0.0
CDNS,Cadence Design Sys Inc,US1273871087,upstream,water_stress,1.538496967869752e-13
CICT,Capitaland Integrated Commer,SG1M51904654,direct,acidification,1.853495355277008e-19
CICT,Capitaland Integrated Commer,SG1M51904654,downstream,acidification,0.0
CICT,Capitaland Integrated Commer,SG1M51904654,upstream,acidification,2.215007608627198e-14
CICT,Capitaland Integrated Commer,SG1M51904654,direct,climate_change,1.591386694544166e-17
CICT,Capitaland Integrated Commer,SG1M51904654,downstream,climate_change,6.431235666980116e-15
CICT,Capitaland Integrated Commer,SG1M51904654,upstream,climate_change,2.079273726987449e-13
CICT,Capitaland Integrated Commer,SG1M51904654,direct,eutrophication,0.0
CICT,Capitaland Integrated Commer,SG1M51904654,downstream,eutrophication,0.0
CICT,Capitaland Integrated Commer,SG1M51904654,upstream,eutrophication,1.936863151337214e-14
CICT,Capitaland Integrated Commer,SG1M51904654,direct,land_use,0.0
CICT,Capitaland Integrated Commer,SG1M51904654,downstream,land_use,0.0
CICT,Capitaland Integrated Commer,SG1M51904654,upstream,land_use,7.329041816019563e-14
CICT,Capitaland Integrated Commer,SG1M51904654,direct,water_stress,1.254327492432486e-19
CICT,Capitaland Integrated Commer,SG1M51904654,downstream,water_stress,0.0
CICT,Capitaland Integrated Commer,SG1M51904654,upstream,water_stress,9.49776624307764e-14
CA,Carrefour Sa,FR0000120172,direct,acidification,9.779518973818615e-18
CA,Carrefour Sa,FR0000120172,downstream,acidification,0.0
CA,Carrefour Sa,FR0000120172,upstream,acidification,1.767269861212253e-14
CA,Carrefour Sa,FR0000120172,direct,climate_change,6.242802742905198e-15
CA,Carrefour Sa,FR0000120172,downstream,climate_change,1.593156819282948e-13
CA,Carrefour Sa,FR0000120172,upstream,climate_change,1.965226106203792e-13
CA,Carrefour Sa,FR0000120172,direct,eutrophication,0.0
CA,Carrefour Sa,FR0000120172,downstream,eutrophication,0.0
CA,Carrefour Sa,FR0000120172,upstream,eutrophication,3.143160087929896e-14
CA,Carrefour Sa,FR0000120172,direct,land_use,0.0
CA,Carrefour Sa,FR0000120172,downstream,land_use,0.0
CA,Carrefour Sa,FR0000120172,upstream,land_use,1.572824290596307e-12
CA,Carrefour Sa,FR0000120172,direct,water_stress,2.970526095631769e-15
CA,Carrefour Sa,FR0000120172,downstream,water_stress,0.0
CA,Carrefour Sa,FR0000120172,upstream,water_stress,3.422091546208492e-14
CARR,Carrier Global Corp,US14448C1045,direct,acidification,2.318250077290968e-14
CARR,Carrier Global Corp,US14448C1045,downstream,acidification,0.0
CARR,Carrier Global Corp,US14448C1045,upstream,acidification,6.204857012048409e-14
CARR,Carrier Global Corp,US14448C1045,direct,climate_change,1.036192795292458e-13
CARR,Carrier Global Corp,US14448C1045,downstream,climate_change,5.071363738703135e-13
CARR,Carrier Global Corp,US14448C1045,upstream,climate_change,5.76667228816822e-13
CARR,Carrier Global Corp,US14448C1045,direct,eutrophication,0.0
CARR,Carrier Global Corp,US14448C1045,downstream,eutrophication,0.0
CARR,Carrier Global Corp,US14448C1045,upstream,eutrophication,1.026239302569242e-13
CARR,Carrier Global Corp,US14448C1045,direct,land_use,0.0
CARR,Carrier Global Corp,US14448C1045,downstream,land_use,0.0
CARR,Carrier Global Corp,US14448C1045,upstream,land_use,2.928687473757494e-13
CARR,Carrier Global Corp,US14448C1045,direct,water_stress,2.507546301980187e-13
CARR,Carrier Global Corp,US14448C1045,downstream,water_stress,0.0
CARR,Carrier Global Corp,US14448C1045,upstream,water_stress,5.592393209805606e-13
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,direct,acidification,4.083162961984731e-14
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,downstream,acidification,0.0
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,upstream,acidification,4.965424787977549e-14
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,direct,climate_change,4.081045214295418e-13
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,downstream,climate_change,3.66044011966241e-13
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,upstream,climate_change,4.448370263236189e-13
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,direct,eutrophication,0.0
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,downstream,eutrophication,0.0
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,upstream,eutrophication,1.93192801536902e-13
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,direct,land_use,0.0
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,downstream,land_use,0.0
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,upstream,land_use,4.069186621885768e-13
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,direct,water_stress,1.275630876704229e-13
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,downstream,water_stress,0.0
4519,Chugai Pharmaceutical Co Ltd,JP3519400000,upstream,water_stress,3.615237480002102e-13
CFR,Cie Financiere Richemont-Reg,CH0210483332,direct,acidification,6.350614959687357e-14
CFR,Cie Financiere Richemont-Reg,CH0210483332,downstream,acidification,0.0
CFR,Cie Financiere Richemont-Reg,CH0210483332,upstream,acidification,8.27652970719917e-14
CFR,Cie Financiere Richemont-Reg,CH0210483332,direct,climate_change,1.571067087927267e-13
CFR,Cie Financiere Richemont-Reg,CH0210483332,downstream,climate_change,5.177986218228752e-13
CFR,Cie Financiere Richemont-Reg,CH0210483332,upstream,climate_change,8.33606295182499e-13
CFR,Cie Financiere Richemont-Reg,CH0210483332,direct,eutrophication,0.0
CFR,Cie Financiere Richemont-Reg,CH0210483332,downstream,eutrophication,0.0
CFR,Cie Financiere Richemont-Reg,CH0210483332,upstream,eutrophication,9.492182982332287e-13
CFR,Cie Financiere Richemont-Reg,CH0210483332,direct,land_use,1.673251651113478e-11
CFR,Cie Financiere Richemont-Reg,CH0210483332,downstream,land_use,0.0
CFR,Cie Financiere Richemont-Reg,CH0210483332,upstream,land_use,1.745864513554553e-12
CFR,Cie Financiere Richemont-Reg,CH0210483332,direct,water_stress,3.809956686607356e-12
CFR,Cie Financiere Richemont-Reg,CH0210483332,downstream,water_stress,0.0
CFR,Cie Financiere Richemont-Reg,CH0210483332,upstream,water_stress,1.832726981924215e-12
1,Ck Hutchison Holdings Ltd,KYG217651051,direct,acidification,1.247766597424533e-13
1,Ck Hutchison Holdings Ltd,KYG217651051,downstream,acidification,1.330309422688728e-14
1,Ck Hutchison Holdings Ltd,KYG217651051,upstream,acidification,5.645871356198749e-14
1,Ck Hutchison Holdings Ltd,KYG217651051,direct,climate_change,4.484779506558301e-13
1,Ck Hutchison Holdings Ltd,KYG217651051,downstream,climate_change,8.026287201843941e-13
1,Ck Hutchison Holdings Ltd,KYG217651051,upstream,climate_change,4.677100898370804e-13
1,Ck Hutchison Holdings Ltd,KYG217651051,direct,eutrophication,0.0
1,Ck Hutchison Holdings Ltd,KYG217651051,downstream,eutrophication,2.305347021035026e-14
1,Ck Hutchison Holdings Ltd,KYG217651051,upstream,eutrophication,1.471666482282007e-13
1,Ck Hutchison Holdings Ltd,KYG217651051,direct,land_use,0.0
1,Ck Hutchison Holdings Ltd,KYG217651051,downstream,land_use,2.456050531490361e-13
1,Ck Hutchison Holdings Ltd,KYG217651051,upstream,land_use,4.995375175851981e-13
1,Ck Hutchison Holdings Ltd,KYG217651051,direct,water_stress,1.230951466055437e-14
1,Ck Hutchison Holdings Ltd,KYG217651051,downstream,water_stress,2.969383546808744e-14
1,Ck Hutchison Holdings Ltd,KYG217651051,upstream,water_stress,2.655199971658775e-13
NET,Cloudflare Inc - Class A,US18915M1071,direct,acidification,4.889411749710146e-17
NET,Cloudflare Inc - Class A,US18915M1071,downstream,acidification,0.0
NET,Cloudflare Inc - Class A,US18915M1071,upstream,acidification,2.622301364189135e-14
NET,Cloudflare Inc - Class A,US18915M1071,direct,climate_change,1.537525726772142e-15
NET,Cloudflare Inc - Class A,US18915M1071,downstream,climate_change,3.008441715207161e-14
NET,Cloudflare Inc - Class A,US18915M1071,upstream,climate_change,1.832667510645248e-13
NET,Cloudflare Inc - Class A,US18915M1071,direct,eutrophication,0.0
NET,Cloudflare Inc - Class A,US18915M1071,downstream,eutrophication,0.0
NET,Cloudflare Inc - Class A,US18915M1071,upstream,eutrophication,3.325042690309938e-14
NET,Cloudflare Inc - Class A,US18915M1071,direct,land_use,0.0
NET,Cloudflare Inc - Class A,US18915M1071,downstream,land_use,0.0
NET,Cloudflare Inc - Class A,US18915M1071,upstream,land_use,1.185054595560503e-13
NET,Cloudflare Inc - Class A,US18915M1071,direct,water_stress,9.13473908739135e-16
NET,Cloudflare Inc - Class A,US18915M1071,downstream,water_stress,0.0
NET,Cloudflare Inc - Class A,US18915M1071,upstream,water_stress,1.967176311739561e-13
COL,Coles Group Ltd,AU0000030678,direct,acidification,1.062387175791495e-14
COL,Coles Group Ltd,AU0000030678,downstream,acidification,0.0
COL,Coles Group Ltd,AU0000030678,upstream,acidification,7.584540781945909e-14
COL,Coles Group Ltd,AU0000030678,direct,climate_change,1.127623501824939e-13
COL,Coles Group Ltd,AU0000030678,downstream,climate_change,8.636689078056702e-14
COL,Coles Group Ltd,AU0000030678,upstream,climate_change,1.03468348447361e-12
COL,Coles Group Ltd,AU0000030678,direct,eutrophication,0.0
COL,Coles Group Ltd,AU0000030678,downstream,eutrophication,0.0
COL,Coles Group Ltd,AU0000030678,upstream,eutrophication,2.65783189402638e-13
COL,Coles Group Ltd,AU0000030678,direct,land_use,0.0
COL,Coles Group Ltd,AU0000030678,downstream,land_use,0.0
COL,Coles Group Ltd,AU0000030678,upstream,land_use,1.393289808008645e-11
COL,Coles Group Ltd,AU0000030678,direct,water_stress,3.389161861118218e-13
COL,Coles Group Ltd,AU0000030678,downstream,water_stress,0.0
COL,Coles Group Ltd,AU0000030678,upstream,water_stress,1.209502755599935e-10
COLOB,Coloplast-B,DK0060448595,direct,acidification,7.40915568709963e-16
COLOB,Coloplast-B,DK0060448595,downstream,acidification,0.0
COLOB,Coloplast-B,DK0060448595,upstream,acidification,4.977104336228224e-14
COLOB,Coloplast-B,DK0060448595,direct,climate_change,5.451680745828662e-15
COLOB,Coloplast-B,DK0060448595,downstream,climate_change,2.494022028781103e-13
COLOB,Coloplast-B,DK0060448595,upstream,climate_change,3.119693047354026e-13
COLOB,Coloplast-B,DK0060448595,direct,eutrophication,0.0
COLOB,Coloplast-B,DK0060448595,downstream,eutrophication,0.0
COLOB,Coloplast-B,DK0060448595,upstream,eutrophication,6.787016737642236e-14
COLOB,Coloplast-B,DK0060448595,direct,land_use,0.0
COLOB,Coloplast-B,DK0060448595,downstream,land_use,0.0
COLOB,Coloplast-B,DK0060448595,upstream,land_use,2.633286767833922e-13
COLOB,Coloplast-B,DK0060448595,direct,water_stress,2.514429513651126e-14
COLOB,Coloplast-B,DK0060448595,downstream,water_stress,0.0
COLOB,Coloplast-B,DK0060448595,upstream,water_stress,1.436127994302037e-13
CBK,Commerzbank Ag,DE000CBK1001,direct,acidification,7.369739871783164e-18
CBK,Commerzbank Ag,DE000CBK1001,downstream,acidification,1.078465975510135e-13
CBK,Commerzbank Ag,DE000CBK1001,upstream,acidification,7.133523995200313e-15
CBK,Commerzbank Ag,DE000CBK1001,direct,climate_change,1.968196863398283e-16
CBK,Commerzbank Ag,DE000CBK1001,downstream,climate_change,1.436268642982126e-12
CBK,Commerzbank Ag,DE000CBK1001,upstream,climate_change,8.797006370803634e-14
CBK,Commerzbank Ag,DE000CBK1001,direct,eutrophication,0.0
CBK,Commerzbank Ag,DE000CBK1001,downstream,eutrophication,9.54954185700737e-14
CBK,Commerzbank Ag,DE000CBK1001,upstream,eutrophication,2.885806923747274e-14
CBK,Commerzbank Ag,DE000CBK1001,direct,land_use,0.0
CBK,Commerzbank Ag,DE000CBK1001,downstream,land_use,1.06342069844637e-12
CBK,Commerzbank Ag,DE000CBK1001,upstream,land_use,5.985106506556875e-14
CBK,Commerzbank Ag,DE000CBK1001,direct,water_stress,6.466635923161279e-18
CBK,Commerzbank Ag,DE000CBK1001,downstream,water_stress,1.33544017470107e-13
CBK,Commerzbank Ag,DE000CBK1001,upstream,water_stress,2.407907919647314e-14
CBA,Commonwealth Bank Of Austral,AU000000CBA7,direct,acidification,7.907988863300416e-18
CBA,Commonwealth Bank Of Austral,AU000000CBA7,downstream,acidification,1.175076592148404e-13
CBA,Commonwealth Bank Of Austral,AU000000CBA7,upstream,acidification,1.298873224797384e-14
CBA,Commonwealth Bank Of Austral,AU000000CBA7,direct,climate_change,4.649914750371421e-17
CBA,Commonwealth Bank Of Austral,AU000000CBA7,downstream,climate_change,1.479105719137995e-12
CBA,Commonwealth Bank Of Austral,AU000000CBA7,upstream,climate_change,8.443203590201798e-14
CBA,Commonwealth Bank Of Austral,AU000000CBA7,direct,eutrophication,0.0
CBA,Commonwealth Bank Of Austral,AU000000CBA7,downstream,eutrophication,3.406620361797842e-13
CBA,Commonwealth Bank Of Austral,AU000000CBA7,upstream,eutrophication,1.648693246554056e-14
CBA,Commonwealth Bank Of Austral,AU000000CBA7,direct,land_use,0.0
CBA,Commonwealth Bank Of Austral,AU000000CBA7,downstream,land_use,1.267675383260196e-12
CBA,Commonwealth Bank Of Austral,AU000000CBA7,upstream,land_use,5.63944294508368e-13
CBA,Commonwealth Bank Of Austral,AU000000CBA7,direct,water_stress,1.274323760037374e-19
CBA,Commonwealth Bank Of Austral,AU000000CBA7,downstream,water_stress,3.050568360562021e-13
CBA,Commonwealth Bank Of Austral,AU000000CBA7,upstream,water_stress,9.415314557574787e-13
SGO,Compagnie De Saint Gobain,FR0000125007,direct,acidification,6.365569510847146e-14
SGO,Compagnie De Saint Gobain,FR0000125007,downstream,acidification,0.0
SGO,Compagnie De Saint Gobain,FR0000125007,upstream,acidification,8.005452769733583e-14
SGO,Compagnie De Saint Gobain,FR0000125007,direct,climate_change,3.881484320068349e-12
SGO,Compagnie De Saint Gobain,FR0000125007,downstream,climate_change,1.976698849019133e-12
SGO,Compagnie De Saint Gobain,FR0000125007,upstream,climate_change,7.308129943096287e-13
SGO,Compagnie De Saint Gobain,FR0000125007,direct,eutrophication,0.0
SGO,Compagnie De Saint Gobain,FR0000125007,downstream,eutrophication,0.0
SGO,Compagnie De Saint Gobain,FR0000125007,upstream,eutrophication,6.491876139543578e-14
SGO,Compagnie De Saint Gobain,FR0000125007,direct,land_use,0.0
SGO,Compagnie De Saint Gobain,FR0000125007,downstream,land_use,0.0
SGO,Compagnie De Saint Gobain,FR0000125007,upstream,land_use,3.298921135022972e-13
SGO,Compagnie De Saint Gobain,FR0000125007,direct,water_stress,9.666102109733047e-14
SGO,Compagnie De Saint Gobain,FR0000125007,downstream,water_stress,0.0
SGO,Compagnie De Saint Gobain,FR0000125007,upstream,water_stress,1.781492631734136e-13
CPG,Compass Group Plc,GB00BD6K4575,direct,acidification,1.314667117164687e-17
CPG,Compass Group Plc,GB00BD6K4575,downstream,acidification,0.0
CPG,Compass Group Plc,GB00BD6K4575,upstream,acidification,4.264229349475343e-14
CPG,Compass Group Plc,GB00BD6K4575,direct,climate_change,8.410872330674474e-16
CPG,Compass Group Plc,GB00BD6K4575,downstream,climate_change,0.0
CPG,Compass Group Plc,GB00BD6K4575,upstream,climate_change,3.589289445859847e-13
CPG,Compass Group Plc,GB00BD6K4575,direct,eutrophication,0.0
CPG,Compass Group Plc,GB00BD6K4575,downstream,eutrophication,0.0
CPG,Compass Group Plc,GB00BD6K4575,upstream,eutrophication,3.874793014983659e-13
CPG,Compass Group Plc,GB00BD6K4575,direct,land_use,0.0
CPG,Compass Group Plc,GB00BD6K4575,downstream,land_use,0.0
CPG,Compass Group Plc,GB00BD6K4575,upstream,land_use,7.786057374330375e-13
CPG,Compass Group Plc,GB00BD6K4575,direct,water_stress,1.508000821946191e-16
CPG,Compass Group Plc,GB00BD6K4575,downstream,water_stress,0.0
CPG,Compass Group Plc,GB00BD6K4575,upstream,water_stress,2.575483558155109e-12
3750,Contemporary Amperex Techn-A,CNE100003662,direct,acidification,1.105297071864875e-14
3750,Contemporary Amperex Techn-A,CNE100003662,downstream,acidification,4.041078687115545e-14
3750,Contemporary Amperex Techn-A,CNE100003662,upstream,acidification,1.268268445079725e-13
3750,Contemporary Amperex Techn-A,CNE100003662,direct,climate_change,5.812260622938453e-13
3750,Contemporary Amperex Techn-A,CNE100003662,downstream,climate_change,5.418446681005841e-12
3750,Contemporary Amperex Techn-A,CNE100003662,upstream,climate_change,2.556374210726311e-12
3750,Contemporary Amperex Techn-A,CNE100003662,direct,eutrophication,0.0
3750,Contemporary Amperex Techn-A,CNE100003662,downstream,eutrophication,9.456265084018248e-14
3750,Contemporary Amperex Techn-A,CNE100003662,upstream,eutrophication,9.855334987190976e-13
3750,Contemporary Amperex Techn-A,CNE100003662,direct,land_use,0.0
3750,Contemporary Amperex Techn-A,CNE100003662,downstream,land_use,1.883704038610608e-12
3750,Contemporary Amperex Techn-A,CNE100003662,upstream,land_use,5.958095669297841e-13
3750,Contemporary Amperex Techn-A,CNE100003662,direct,water_stress,6.489214992060815e-14
3750,Contemporary Amperex Techn-A,CNE100003662,downstream,water_stress,6.478689372389357e-14
3750,Contemporary Amperex Techn-A,CNE100003662,upstream,water_stress,4.09483778437124e-13
CON,Continental Ag,DE0005439004,direct,acidification,5.381429747651849e-14
CON,Continental Ag,DE0005439004,downstream,acidification,0.0
CON,Continental Ag,DE0005439004,upstream,acidification,7.076361980115343e-14
CON,Continental Ag,DE0005439004,direct,climate_change,9.614682351012907e-14
CON,Continental Ag,DE0005439004,downstream,climate_change,3.983808741827853e-13
CON,Continental Ag,DE0005439004,upstream,climate_change,5.287936165543405e-13
CON,Continental Ag,DE0005439004,direct,eutrophication,0.0
CON,Continental Ag,DE0005439004,downstream,eutrophication,0.0
CON,Continental Ag,DE0005439004,upstream,eutrophication,1.225660761425756e-13
CON,Continental Ag,DE0005439004,direct,land_use,0.0
CON,Continental Ag,DE0005439004,downstream,land_use,0.0
CON,Continental Ag,DE0005439004,upstream,land_use,4.790667137334941e-13
CON,Continental Ag,DE0005439004,direct,water_stress,2.022407366640701e-14
CON,Continental Ag,DE0005439004,downstream,water_stress,0.0
CON,Continental Ag,DE0005439004,upstream,water_stress,4.106305301234808e-13
CPRT,Copart Inc,US2172041061,direct,acidification,2.878563273169598e-17
CPRT,Copart Inc,US2172041061,downstream,acidification,0.0
CPRT,Copart Inc,US2172041061,upstream,acidification,2.490430329877974e-14
CPRT,Copart Inc,US2172041061,direct,climate_change,2.804618291600205e-13
CPRT,Copart Inc,US2172041061,downstream,climate_change,0.0
CPRT,Copart Inc,US2172041061,upstream,climate_change,4.48714218996635e-13
CPRT,Copart Inc,US2172041061,direct,eutrophication,0.0
CPRT,Copart Inc,US2172041061,downstream,eutrophication,0.0
CPRT,Copart Inc,US2172041061,upstream,eutrophication,9.087877479653116e-14
CPRT,Copart Inc,US2172041061,direct,land_use,0.0
CPRT,Copart Inc,US2172041061,downstream,land_use,0.0
CPRT,Copart Inc,US2172041061,upstream,land_use,7.901075093746337e-14
CPRT,Copart Inc,US2172041061,direct,water_stress,1.355918575817704e-14
CPRT,Copart Inc,US2172041061,downstream,water_stress,0.0
CPRT,Copart Inc,US2172041061,upstream,water_stress,4.430460192573462e-13
CNM,Core & Main Inc,US21874C1027,direct,acidification,1.762991738441003e-18
CNM,Core & Main Inc,US21874C1027,downstream,acidification,0.0
CNM,Core & Main Inc,US21874C1027,upstream,acidification,1.357277431540792e-14
CNM,Core & Main Inc,US21874C1027,direct,climate_change,1.320514741610787e-14
CNM,Core & Main Inc,US21874C1027,downstream,climate_change,0.0
CNM,Core & Main Inc,US21874C1027,upstream,climate_change,1.30954633417268e-13
CNM,Core & Main Inc,US21874C1027,direct,eutrophication,0.0
CNM,Core & Main Inc,US21874C1027,downstream,eutrophication,0.0
CNM,Core & Main Inc,US21874C1027,upstream,eutrophication,3.383086980241649e-14
CNM,Core & Main Inc,US21874C1027,direct,land_use,0.0
CNM,Core & Main Inc,US21874C1027,downstream,land_use,0.0
CNM,Core & Main Inc,US21874C1027,upstream,land_use,6.027774464850195e-14
CNM,Core & Main Inc,US21874C1027,direct,water_stress,1.746620892559574e-13
CNM,Core & Main Inc,US21874C1027,downstream,water_stress,0.0
CNM,Core & Main Inc,US21874C1027,upstream,water_stress,4.416192047985904e-13
ACA,Credit Agricole Sa,FR0000045072,direct,acidification,4.433620069011434e-17
